name,smiles,source,detected_in_ism,molecular_charge,net_formal_charge,Exact_MW,Heavy_Atom_Count,Num_H_Donors,Num_H_Acceptors,Num_Rotatable_Bonds,Num_Aromatic_Rings,has_oxygen,BDE_min_kJmol,BDE_mean_kJmol,BDE_bond_type_of_min,BDE_weak_bond_count,BDE_source,spin_tax_correction_kJmol,oxygen_radical_flag,ZPE_scaling_factor,radical_stability_score,BDE_min_bond_length_A,tunneling_p_10K,tunneling_p_20K,tunneling_p_50K,gamow_factor,crossover_T,effective_barrier_kJmol,barrier_width_angstrom,particle_mass_amu,crossover_T_independent,log_tunneling_10K_independent,log_tunneling_20K_independent,log_tunneling_50K_independent,log_gamow_factor_independent,BDE_est_from_length_kJmol,effective_barrier_independent_kJmol,log_tunneling_10K,log_tunneling_20K,log_tunneling_50K,log_gamow_factor,bde_literature_kjmol
C6H2,C#CC#CC#C,KIDA,True,neutral,0,74.01565006,6,0,0,0,0,False,530.5312,530.5312,C-H,0,literature,0.0,False,1.0,2.0,,0.0,0.0,1.155392042023153e-304,3.27105498680241e-48,418.72079633268606,597.934454542003,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-299.9999498248597,-47.48531215527454,530.5312
C6H2+,C#CC#C[C]=[CH+],KIDA,True,positive,1,74.01510148,6,0,0,0,0,False,625.7408124946074,625.7410483275189,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0649323128285553,0.0,0.0,0.0,2.6491426427839547e-49,428.34626310221125,625.7408124946074,1.0,1.008,686.9653561832204,-35.39599125318326,-34.425794254486696,-34.05576944762393,-43.78739377530864,448.3210890229805,448.3210890229805,-300.0,-300.0,-300.0,-48.576894656536254,
C7H,[C+]#C[C]=C=C=C=[CH-],KIDA,True,neutral,0,85.00782503,7,0,0,0,0,False,457.3279484748996,457.3279484748996,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0652615822159262,0.0,0.0,3.221427439375963e-212,2.9613323569326916e-42,366.1943279088429,457.3279484748996,1.0,1.008,686.9653561832204,-35.39409577315364,-34.4239654117511,-34.05397910622971,-43.79978448040541,448.29758795708784,448.29758795708784,-300.0,-300.0,-211.49195164641714,-41.52851284803733,
C7H-,[C-]#C[C-]=C=C=C=[CH+],KIDA,True,negative,-1,85.00837361,7,0,0,0,0,False,390.40677916402257,390.40677916402257,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.065261909842005,0.0,0.0,2.74501340867773e-159,4.2663301593480326e-39,338.34239308972036,390.40677916402257,1.0,1.008,686.9653561832204,-35.394093887134105,-34.423963592036294,-34.05397732482389,-43.7997968089029,448.2975645733104,448.2975645733104,-300.0,-300.0,-158.56145552979294,-38.36994553875187,
C7H+,[C+]#C[C-]=C=C=C=[CH+],KIDA,True,positive,1,85.00727645,7,0,0,0,0,False,651.840677588603,651.840677588603,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0652618701564214,0.0,0.0,0.0,2.632540552066715e-50,437.1882396970335,651.8406775938544,1.0,1.008,686.9653561832204,-35.394094115589034,-34.423963812459675,-34.05397754060687,-43.79979531554313,448.2975674058043,448.2975674058043,-300.0,-300.0,-300.0,-49.57962493015077,
CH3C3N,CC#CC#N,KIDA,True,neutral,0,65.0265491,5,0,1,0,0,False,453.5889428179725,453.5889428188478,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0941568520092368,0.0,0.0,1.1903182937137012e-210,4.381262127985893e-42,364.69429632663827,453.5889428179725,1.0,1.008,686.9653561832204,-35.2277612342142,-34.2634786742826,-33.89686944420166,-44.88425508126715,446.23523516801663,446.23523516801663,-300.0,-300.0,-209.924336891784,-41.35840076249581,
CH3CHSH+,C[CH+]S,KIDA,True,positive,1,61.010647580089994,3,1,1,0,0,False,425.3236676397083,445.96485229155945,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0940333145430243,0.0,0.0,1.691963582351109e-185,8.931904968983756e-41,353.14862260152034,425.3236676397083,1.0,1.008,686.9653561832204,-35.22847235332973,-34.26416479199262,-33.89754113067133,-44.87963074319186,446.2440524533308,446.2440524533308,-300.0,-300.0,-184.77160898890585,-40.04905590625281,
CH3COCN,CC(=O)C#N,KIDA,True,neutral,0,69.02146372,5,0,2,0,0,True,491.9838041010144,491.98380410364007,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.093801665588662,0.0,0.0,1.0212485922549558e-226,8.447405149475423e-44,379.81590289293166,491.9838041010144,1.0,1.008,686.9653561832204,-35.229805795410456,-34.26545135315826,-33.89880063120616,-44.87095922096694,446.2605860199157,446.2605860199157,-300.0,-300.0,-225.99086852911444,-43.07327667594143,
CH3OCH2,[CH2]OC,KIDA,True,neutral,0,45.03403978,3,0,1,0,0,True,292.6383349644487,317.8795048775326,C-H,5,xtb_corrected,-15.4,True,1.0,1.0,1.0938643251583142,1.4793167303924013e-43,2.6649938339471928e-43,3.1353491912768422e-43,7.517579160767983e-28,239.17606729000912,195.0922233096325,1.0,1.008,686.9653561832204,-23.26382905254223,-22.721182855379297,-22.581442006759612,-36.63889998402487,446.256113795252,297.5040758635013,-42.82993883105041,-42.57430379147261,-42.503714083732966,-27.123921990044376,
CH3NH3+,C[NH3+],KIDA,True,positive,1,32.04947561,2,1,0,0,0,False,495.6796950598007,524.1583564141829,N-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.028514642892826,0.0,0.0,7.550866196683584e-243,5.824223773357614e-44,381.2398640788824,495.6796950598007,1.0,1.008,778.5607370076495,-31.89565867624548,-30.905470699496405,-30.524114873488443,-42.62121571124072,455.3713392767935,455.3713392767935,-300.0,-300.0,-242.12200322547517,-43.234761947282344,
COOCH4+,CC(=[O+])O,KIDA,True,positive,1,60.02058079,4,1,1,0,0,True,146.17547719483994,223.15726576514157,O-H,4,xtb_corrected,-15.4,True,1.0,0.0,0.9801988898055748,8.046652598850185e-31,8.82271447660438e-31,1.0964551405370836e-30,6.759438165307926e-20,169.03995646680022,97.45031812989328,1.0,1.008,824.3584274198644,-21.28623316709718,-20.668588676244713,-20.49336196346019,-34.2611112661881,485.96022203888504,323.9734813592567,-30.09438474822682,-30.05439777531726,-29.96000913198987,-19.1700894004854,
CH3CH2OH,CCO,KIDA,True,neutral,0,46.04186481,3,1,1,0,0,True,395.8064,416.451189779242,C-H,0,literature,0.0,False,1.0,0.0,,0.0,6.115432820678156e-221,5.929045253794364e-114,1.4130640987220047e-35,307.3024334190413,322.05979741730766,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-220.2135728002826,-113.22701523486364,-34.849838137450895,395.8064
CH3CH2OH,CCO,KIDA,True,neutral,0,46.04186481,3,1,1,0,0,True,395.8064,416.451189779242,C-H,0,literature,0.0,False,1.0,0.0,,0.0,6.115432820678156e-221,5.929045253794364e-114,1.4130640987220047e-35,307.3024334190413,322.05979741730766,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-220.2135728002826,-113.22701523486364,-34.849838137450895,395.8064
CH3CHCH2,C=CC,KIDA,True,neutral,0,42.04695019,3,0,0,0,0,False,454.87968366892625,500.77436027360613,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0942468574031132,0.0,0.0,3.423190593840173e-211,3.826449061765226e-42,365.21281803332624,454.87968366892625,1.0,1.008,686.9653561832204,-35.22724313598171,-34.26297879126378,-33.89638007527894,-44.887624158295885,446.2288111797161,446.2288111797161,-300.0,-300.0,-210.46556891986629,-41.41720406368603,
C3H6+,[CH2+][CH]C,KIDA,True,positive,1,42.046401612089994,3,0,0,0,0,False,244.40802754537205,281.14982376321444,C-H,6,xtb_corrected,-15.4,False,1.0,1.0,1.0848289218664413,8.571471700258148e-181,2.5514267293338643e-111,7.476490817089138e-70,4.373264740372796e-31,267.70437862994385,244.40802754537205,1.0,1.008,686.9653561832204,-35.28145610508063,-34.31528576653306,-33.94758670959095,-44.534791809275326,446.9010009796482,446.9010009796482,-180.06694460439797,-110.59321689901621,-69.12630219576879,-30.359194231367034,
H3C4NH+,CC#CC#[NH+],KIDA,True,positive,1,66.03382555,5,1,0,0,0,False,453.8868652579214,485.5576798704526,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0941648205112149,0.0,0.0,8.927532363874126e-211,4.2463826832469895e-42,364.81404437322334,453.8868652579214,1.0,1.008,686.9653561832204,-35.22771536510634,-34.26343441783328,-33.89682611860447,-44.88455336004002,446.2346664291747,446.2346664291747,-300.0,-300.0,-210.04926856673848,-41.371980869865396,
C4H5,C#C[CH]C,KIDA,True,neutral,0,53.03912516,4,0,0,0,0,False,224.5547487353691,321.04373111908967,C-H,3,xtb_corrected,-15.4,False,1.0,0.0,1.0940574235034404,2.0968520849296488e-106,1.4329834780558074e-74,1.0958005354444735e-55,7.94249747148768e-30,256.6013065838076,224.5547487353691,1.0,1.008,686.9653561832204,-35.22833357482976,-34.26403089264319,-33.89741004765606,-44.88053321432896,446.242331715573,446.242331715573,-105.678432204234,-73.84375881688148,-54.96026849169058,-29.100042914759438,
C4H5+,C=C=[C+]C,KIDA,True,positive,1,53.038576580089995,4,0,0,0,0,False,400.1556286409748,432.8568622691666,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0941547223144916,0.0,0.0,9.73263915907554e-176,1.4254118107143642e-39,342.5407203095963,400.1556286409748,1.0,1.008,686.9653561832204,-35.227773493381505,-34.26349050244412,-33.896881023579766,-44.88417536197691,446.2353871715082,446.2353871715082,-300.0,-300.0,-175.01176937794256,-38.84605964703561,
C5H3N+,CC#C[C+]=C=[N],KIDA,True,positive,1,77.02600052,6,0,0,0,0,False,272.7036720764209,272.7036720772962,C-H,3,xtb_corrected,-15.4,False,1.0,0.0,1.0941608324587768,1.0800195304105223e-243,4.154096165851011e-143,5.651731225119186e-83,8.541766232576712e-33,282.77644775675543,272.7036720764209,1.0,1.008,686.9653561832204,-35.227738321542525,-34.263456567170834,-33.8968478020719,-44.88440407841125,446.2349510699179,446.2349510699179,-242.9665683909271,-142.38152345392152,-82.24781849972919,-32.06845231833312,
C5H4+,C=C=C=[C][CH2+],KIDA,True,positive,1,64.03075155,5,0,0,0,0,False,353.9007374003637,353.90271224238955,C-H,4,xtb_corrected,-15.4,False,1.0,0.0,1.0829291662179128,0.0,6.212272328513283e-273,1.0881465823411626e-134,2.937766123996501e-37,322.1354188812781,353.9007421026325,1.0,1.008,686.9653561832204,-35.2923918899252,-34.325837080389796,-33.95791602408202,-44.463546043668174,447.0365929429114,447.0365929429114,-300.0,-272.20674951427986,-133.9633125976397,-36.531982781418705,
C6H3+,C#C[C+]=C=C=C,KIDA,True,positive,1,75.02292652,6,0,0,0,0,False,434.3903369120762,504.8952817933708,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0838243840638655,0.0,0.0,5.264762236766188e-189,3.3599288583388135e-41,356.8928270532536,434.3903369120762,1.0,1.008,686.9653561832204,-35.2872386381271,-34.32086500204601,-33.95304855978781,-44.49712211079527,446.972698228149,446.972698228149,-300.0,-300.0,-188.2786212373165,-40.47366991807384,
C7H2,[C+]#CC#CC#C[CH2-],KIDA,True,neutral,0,86.01565006,7,0,0,0,0,False,385.7789570952239,385.7789570952239,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.083221586213565,0.0,0.0,1.1948739824056355e-157,7.213535066457637e-39,336.3310854760817,385.7789570952239,1.0,1.008,686.9653561832204,-35.29070859602221,-34.32421296620633,-33.95632608208156,-44.47451415947407,447.01572194229686,447.01572194229686,-300.0,-300.0,-156.9226778952445,-38.141851852671785,
C7H2+,[C+]#C[C]=C=C=C=C,KIDA,True,positive,1,86.01510148,7,0,0,0,0,False,335.125417944099,335.125417944099,C-H,2,xtb_corrected,-15.4,False,1.0,2.0,1.0840110629739077,0.0,1.5330845551312704e-259,1.1850301556113307e-128,2.8201966212525904e-36,313.4739280097615,335.125417944099,1.0,1.008,686.9653561832204,-35.286164036640805,-34.31982818048417,-33.95203355289788,-44.504123004885415,446.959374325187,446.959374325187,-300.0,-258.8144338915812,-127.92627059796699,-35.5497206120536,
HC7N+,[CH+]=[C]C#CC#CC#N,KIDA,True,positive,1,99.01035045,8,0,1,0,0,False,627.2317426323498,627.2317426323498,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0650744455096717,0.0,0.0,0.0,2.3188281508754314e-49,428.8562621146216,627.2317426323498,1.0,1.008,686.9653561832204,-35.3951730486457,-34.42500481465564,-34.05499662736314,-43.79274244750282,448.3109445345084,448.3109445345084,-300.0,-300.0,-300.0,-48.63473143587775,
C8H,[C]#CC#CC#CC#C,KIDA,True,neutral,0,97.00782503,8,0,0,0,0,False,554.5361098612563,554.5361098612563,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0650728767824509,0.0,0.0,4.622197006020843e-284,1.8637955224807446e-46,403.23911512331983,554.5360989496784,1.0,1.008,686.9653561832204,-35.39518207921872,-34.425013527750814,-34.055005157027516,-43.79268341462824,448.3110564998571,448.3110564998571,-300.0,-300.0,-283.3351515480814,-45.729601735935596,
C8H-,[C-]#CC#CC#CC#C,KIDA,True,negative,-1,97.00837361,8,0,0,0,0,False,493.4801023150473,493.4801023150473,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0650728767824509,0.0,0.0,7.340522550515383e-242,7.265616200439429e-44,380.393042215368,493.4801023150473,1.0,1.008,686.9653561832204,-35.39518207921872,-34.425013527750814,-34.055005157027516,-43.79268341462824,448.3110564998571,448.3110564998571,-300.0,-300.0,-241.1342730228186,-43.13872754707799,
C8H+,[C+]#CC#CC#CC#C,KIDA,True,positive,1,97.00727645,8,0,0,0,0,False,633.5004584419331,633.5004584419331,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0650728795077091,0.0,0.0,0.0,1.326901728547476e-49,430.9939842037342,633.5004584419331,1.0,1.008,686.9653561832204,-35.39518206353048,-34.42501351261408,-34.05500514220944,-43.79268351718262,448.31105630534626,448.31105630534626,-300.0,-300.0,-300.0,-48.87716124015737,
CH3C4H,C#CC#CC,KIDA,True,neutral,0,64.03130013,5,0,0,0,0,False,447.67515085705,487.12253737412664,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0941632241888184,0.0,0.0,3.6013649807197043e-208,8.167602992290802e-42,362.30909474233346,447.67515085705,1.0,1.008,686.9653561832204,-35.22772455402092,-34.2634432836855,-33.89683479797998,-44.88449360617295,446.23478036408414,446.23478036408414,-300.0,-300.0,-207.4435328627775,-41.08790538042748,
CH3OCH3,COC,KIDA,True,neutral,0,46.04186481,3,0,1,0,0,True,496.9399359734779,496.9399652661808,C-H,0,xtb_corrected,-15.4,True,1.0,1.0,1.0943144681047472,0.0,8.371169894112528e-257,2.0403531334404577e-127,4.509388146280761e-36,311.67650260587044,331.29329064898525,1.0,1.008,686.9653561832204,-23.262112035707354,-22.71952650713804,-22.579814219958752,-36.65265801106973,446.2239855760764,297.4826570507176,-300.0,-256.077213843912,-126.69029466069563,-35.34588238111994,
CH3OCH3+,C[O+]C,KIDA,True,positive,1,46.04131623,3,0,1,0,0,True,225.922987155078,225.92328421990132,C-H,6,xtb_corrected,-15.4,True,1.0,1.0,1.094314469616523,2.9838280663865124e-38,4.116489401239262e-38,4.811483647121893e-38,1.47108542120821e-24,210.15141709313272,150.615324770052,1.0,1.008,686.9653561832204,-23.262112029940862,-22.719526501575302,-22.579814214491936,-36.652658057273264,446.22398546817584,297.4826569787839,-37.52522620531829,-37.38547299843277,-37.31772098591201,-23.8323621084538,
C2H5OH2+,CC[OH2+],KIDA,True,positive,1,47.04914126,3,0,0,0,0,True,449.9313111413997,505.1468400841076,O-H,0,xtb_corrected,-15.4,True,1.0,0.0,0.9915192460170256,0.0,3.509404845496098e-207,1.44916337465261e-107,2.330425764465765e-34,296.56863661589824,299.9542074275998,1.0,1.008,824.3584274198644,-21.184166789438866,-20.570800254131637,-20.39774114294208,-34.57596757900368,483.6961507965949,322.46410053106325,-300.0,-206.4547665286147,-106.83888265061547,-33.63256472692851,
CH3COCH3,CC(C)=O,KIDA,True,neutral,0,58.04186481,4,0,1,0,0,True,497.2745995370258,497.2745995427149,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0935218824861157,0.0,0.0,1.451860254027102e-243,4.962923600732299e-44,381.85271230272286,497.2745995370258,1.0,1.008,686.9653561832204,-35.23141631313352,-34.267005248618645,-33.90032184284731,-44.86048536023779,446.2805550828799,446.2805550828799,-300.0,-300.0,-242.83807518379132,-43.30426241028238,
C2H6CO+,CC(C)=[O+],KIDA,True,positive,1,58.04131623,4,0,1,0,0,True,170.8162974177023,170.8200790605663,C-H,6,xtb_corrected,-15.4,False,1.0,0.0,1.0935218824861157,9.680696615866235e-41,1.5017964056481016e-40,1.748626941227474e-40,4.1655862918095334e-26,223.80119109210813,170.81629741507658,1.0,1.008,686.9653561832204,-35.23141631313352,-34.267005248618645,-33.90032184284731,-44.86048536023779,446.2805550828799,446.2805550828799,-40.01409339005304,-39.823388939433535,-39.75730283468817,-25.38032386451454,
C3H5CN,C=CCC#N,KIDA,True,neutral,0,67.04219916,5,0,1,1,0,False,411.8493618107882,491.1915769387398,C-H,0,xtb_corrected,-15.4,False,1.0,1.0,1.095809193769184,0.0,0.0,2.8112572347969213e-180,3.894297189325964e-40,347.50970700386176,411.8493618107882,1.0,1.008,686.9653561832204,-35.218249870311624,-34.25430170986903,-33.88788549513087,-44.94609660837822,446.11730196782503,446.11730196782503,-300.0,-300.0,-179.55109941389395,-39.40957090880998,
C2H5CHO,CCC=O,KIDA,True,neutral,0,58.04186481,4,0,1,1,0,True,358.5888,358.5888,C-H,6,literature,0.0,False,1.0,0.0,,0.0,0.0,1.29671952088721e-208,7.304784604859777e-42,362.7366501317137,448.73236340739834,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-207.88715395121258,-41.136392585520234,358.5888
C3H7,[CH2]CC,KIDA,True,neutral,0,43.05477522,3,0,0,0,0,False,135.5872923401766,232.95601912934737,C-H,5,xtb_corrected,-15.4,False,1.0,0.0,1.0953548203222203,2.6861123154213387e-36,3.420849646850797e-36,4.0393155484727923e-36,2.4425446303017365e-23,199.39177320611628,135.5872923401766,1.0,1.008,686.9653561832204,-35.220865374143,-34.256825257998365,-33.890355967513486,-44.92909282112989,446.1497321320812,446.1497321320812,-35.570875831969644,-35.465866013502165,-35.39369221872712,-22.61215749208547,
C3H7+,[CH2+]CC,KIDA,True,positive,1,43.054226644089994,3,0,0,0,0,False,450.40535846193734,527.9423439265781,C-H,0,xtb_corrected,-15.4,False,1.0,1.0,1.0953195223049337,0.0,0.0,2.5760045132154364e-209,6.123433178819595e-42,363.412210991548,450.40535846193734,1.0,1.008,686.9653561832204,-35.221068559746584,-34.25702130001998,-33.890547886309754,-44.927771822122,446.1522514705377,446.1522514705377,-300.0,-300.0,-208.58905338041828,-41.21300501697833,
CH2CHCHCH2,C=CC=C,KIDA,True,neutral,0,54.04695019,4,0,0,1,0,False,477.47660549457635,528.503650951087,C-H,0,xtb_corrected,-15.4,False,1.0,3.0,1.0880712133943722,0.0,0.0,1.1799638444601179e-220,3.6857777295021475e-43,374.17415833545783,477.47660549457635,1.0,1.008,686.9653561832204,-35.26279221684266,-34.29727805055592,-33.92995784481567,-44.656329129124465,446.6695877060072,446.6695877060072,-300.0,-300.0,-219.92813129980576,-42.43347085841735,
C4H6+,C=C[CH][CH2+],KIDA,True,positive,1,54.046401612089994,4,0,0,1,0,False,270.7182880506774,306.8853097660758,C-H,6,xtb_corrected,-15.4,False,1.0,1.0,1.0884724948487008,4.5385264712921645e-242,3.217152969173511e-142,1.5866597572121068e-82,1.1181396537470687e-32,281.7452085899296,270.7182880506774,1.0,1.008,686.9653561832204,-35.260482293174356,-34.29504933789118,-33.927776017717186,-44.67136616509283,446.64094689619793,446.64094689619793,-241.34308512715643,-141.4925282887752,-81.7995161932247,-31.951503950417415,
C5H4N+,CC#C[CH+]C#N,KIDA,True,positive,1,78.03382555,6,0,1,0,0,False,400.672522869141,410.2132030332217,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0941491823894705,0.0,0.0,6.1292091361710625e-176,1.3454237242766996e-39,342.76188448644984,400.672522869141,1.0,1.008,686.9653561832204,-35.22780538286628,-34.26352127076367,-33.89691114474474,-44.88396798991032,446.2357825746278,446.2357825746278,-300.0,-300.0,-175.212595559732,-38.87114091853547,
C5H5,C#C[CH]C=C,KIDA,True,neutral,0,65.03912516,5,0,0,1,0,False,285.4305368313514,393.73128775765736,C-H,3,xtb_corrected,-15.4,False,1.0,3.0,1.0882050923781694,4.4201466081838655e-304,6.978084962746911e-173,2.2151033267762023e-94,1.5551624046799988e-33,289.2996836534301,285.4305368313514,1.0,1.008,686.9653561832204,-35.262021559964126,-34.2965344879937,-33.92922992469112,-44.66134603739972,446.6600323117296,446.6600323117296,-299.99980807788495,-172.15626374703643,-93.65460601065892,-32.80822425115583,
C5H5+,[CH+]=[C]C#CC,KIDA,True,positive,1,64.03075155,5,0,0,0,0,False,326.69032585574337,398.8892164226008,C-H,3,xtb_corrected,-15.4,False,1.0,0.0,1.0941631462928856,0.0,8.140842766397555e-224,2.761756961861223e-115,7.952854775699618e-36,309.5037238137678,326.69032585574337,1.0,1.008,686.9653561832204,-35.227725002413436,-34.263443716313525,-33.89683522150849,-44.88449069035599,446.2347859237794,446.2347859237794,-300.0,-223.08933063321274,-114.55881454254475,-35.09947694797452,
C6H4+,C=C=C=C=[C][CH2+],KIDA,True,positive,1,76.03075155,6,0,0,0,0,False,325.98207374039316,325.98211377532937,C-H,4,xtb_corrected,-15.4,False,1.0,2.0,1.0837748592419163,0.0,2.240786001760529e-223,4.413234436556298e-115,8.681443553854619e-36,309.16803606508387,325.9820534846601,1.0,1.008,686.9653561832204,-35.28752372367509,-34.32114006480119,-33.95331783521539,-44.49526477457468,446.9762329816019,446.9762329816019,-300.0,-222.6495996172232,-114.35524300167167,-35.06140805416134,
C7H2N+,C#CC#CC#CC#[NH+],KIDA,True,positive,1,100.0181755,8,1,0,0,0,False,521.1841554311002,578.6849410969046,N-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.018798022008564,0.0,0.0,2.748614640465883e-254,4.644073226597748e-45,390.9249089323744,521.1841553654615,1.0,1.008,778.5607370076495,-32.06991900044014,-31.072843135441445,-30.68748759217234,-42.33101962764247,457.800494497859,457.800494497859,-300.0,-300.0,-253.56088614456928,-44.333100941031525,
C7H3+,C#CC#C[C+]=C=C,KIDA,True,positive,1,87.02292652,7,0,0,0,0,False,430.0735392371111,497.01848413518184,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0838529166535642,0.0,0.0,2.4578686498703893e-187,5.34487794505671e-41,355.1150701607204,430.0735391924783,1.0,1.008,686.9653561832204,-35.287074392642936,-34.320706530963925,-33.952893422937365,-44.498192164821305,446.97066176106057,446.97066176106057,-300.0,-300.0,-186.6094413298144,-40.272062207834736,
C8H2,C#CC#CC#CC#C,KIDA,True,neutral,0,98.01565006,8,0,0,0,0,False,591.013853563214,591.0209653220139,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0649592882832053,0.0,0.0,2.209326035305084e-301,6.170060249379731e-48,416.2905689741939,591.0138535737169,1.0,1.008,686.9653561832204,-35.39583596559104,-34.42564442616697,-34.0556227735493,-43.78840891390618,448.31916369386846,448.31916369386846,-300.0,-300.0,-299.91330830880094,-47.209710595149026,
C8H2+,C#CC#CC#C[C]=[CH+],KIDA,True,positive,1,98.01510148,8,0,0,0,0,False,616.1343014414427,616.1350894997092,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0649591522783683,0.0,0.0,0.0,6.2723340465409865e-49,425.04551245685184,616.1343014414427,1.0,1.008,686.9653561832204,-35.395836748519955,-34.42564518157132,-34.055623513050584,-43.78840379579323,448.319173400992,448.319173400992,-300.0,-300.0,-300.0,-48.20257082042785,
C9H,[C+]#CC#C[C]=C=C=C=[CH-],KIDA,True,neutral,0,109.007825,9,0,0,0,0,False,470.8922964669493,470.8922964669493,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.0651599457661638,0.0,0.0,6.708601199137971e-218,7.246351995662407e-43,371.5853081786892,470.8922964669493,1.0,1.008,686.9653561832204,-35.39468085584355,-34.42452992533187,-34.054531735544444,-43.79595988773545,448.3048420930463,448.3048420930463,-300.0,-300.0,-217.1733680245143,-42.13988057368805,
C9H-,[C-]#CC#C[C-]=C=C=C=[CH+],KIDA,True,negative,-1,109.0083736,9,0,0,0,0,False,410.093156385674,410.093156385674,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.065160124392301,0.0,0.0,1.3492992290782948e-179,4.726545881545283e-40,346.7679911146192,410.093156385674,1.0,1.008,686.9653561832204,-35.394679827560196,-34.42452893319874,-34.05453076429795,-43.7959666095218,448.3048293438969,448.3048293438969,-300.0,-300.0,-178.86989172777302,-39.325456121964706,
C9H+,[C+]#CC#C[C-]=C=C=C=[CH+],KIDA,True,positive,1,109.0072765,9,0,0,0,0,False,642.1166442851419,642.1166442851419,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.065160048245774,0.0,0.0,0.0,6.188341539387151e-50,433.9150417413918,642.1166442851419,1.0,1.008,686.9653561832204,-35.39468026590708,-34.42452935613513,-34.05453117833058,-43.79596374409186,448.3048347787312,448.3048347787312,-300.0,-300.0,-300.0,-49.20842572526066,
CH3C5N,CC#CC#CC#N,KIDA,True,neutral,0,89.0265491,7,0,1,0,0,False,438.2491475812805,438.2491475812805,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0941586366586409,0.0,0.0,1.6988380614651127e-190,2.2230953885819394e-41,358.4745115072672,438.2491475812805,1.0,1.008,686.9653561832204,-35.2277509612323,-34.26346876247651,-33.89685974087201,-44.8843218847061,446.235107791574,446.235107791574,-300.0,-300.0,-189.76984801746056,-40.6530419021926,
CH3OCH4+,C[OH+]C,KIDA,True,positive,1,47.04914126,3,0,0,0,0,True,443.8269247046862,528.8137152922134,O-H,0,xtb_corrected,-15.4,True,1.0,1.0,0.9919652238003048,0.0,1.8742453519868968e-178,4.615655889473822e-97,3.947909792435015e-34,294.54993729446545,295.8846164697908,1.0,1.008,824.3584274198644,-21.180145967371544,-20.56694796486765,-20.393974104550583,-34.58833002893232,483.606955239939,322.404636826626,-300.0,-177.7271735575041,-96.33576657655799,-33.403632779278816,
C10H,[C]#CC#CC#CC#CC#C,KIDA,True,neutral,0,121.007825,10,0,0,0,0,False,545.0229867850181,545.0229867850181,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.065024628725407,0.0,0.0,5.879655693873356e-265,4.616816785069573e-46,399.7653524919643,545.0229867850181,1.0,1.008,686.9653561832204,-35.39545982516335,-34.42528150928947,-34.05526749693068,-43.79086778070123,448.31450012629574,448.31450012629574,-300.0,-300.0,-264.23064810498323,-45.335657359759466,
C10H-,[C-]#CC#CC#CC#CC#C,KIDA,True,negative,-1,121.0083736,10,0,0,0,0,False,494.7834953087229,494.7834953087229,C-H,0,xtb_corrected,-15.4,False,1.0,2.0,1.065024628725407,0.0,0.0,1.9072731561579372e-242,6.372948863703456e-44,380.8950631420552,494.7834953087229,1.0,1.008,686.9653561832204,-35.39545982516335,-34.42528150928947,-34.05526749693068,-43.79086778070123,448.31450012629574,448.31450012629574,-300.0,-300.0,-241.71958710364163,-43.19565956626837,
