name,smiles,source,detected_in_ism,molecular_charge,net_formal_charge,Exact_MW,Heavy_Atom_Count,Num_H_Donors,Num_H_Acceptors,Num_Rotatable_Bonds,Num_Aromatic_Rings,has_oxygen,BDE_min_kJmol,BDE_mean_kJmol,BDE_bond_type_of_min,BDE_weak_bond_count,BDE_source,spin_tax_correction_kJmol,oxygen_radical_flag,ZPE_scaling_factor,radical_stability_score,BDE_min_bond_length_A,tunneling_p_10K,tunneling_p_20K,tunneling_p_50K,gamow_factor,crossover_T,effective_barrier_kJmol,barrier_width_angstrom,particle_mass_amu,crossover_T_independent,log_tunneling_10K_independent,log_tunneling_20K_independent,log_tunneling_50K_independent,log_gamow_factor_independent,BDE_est_from_length_kJmol,effective_barrier_independent_kJmol,log_tunneling_10K,log_tunneling_20K,log_tunneling_50K,log_gamow_factor,bde_literature_kjmol
C4H5NH+,CCC[NH3+],KIDA,True,positive,1,60.08077574,4,1,0,1,0,False,458.7440257047756,476.4292872483669,N-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0287693107577145,0.0,0.0,8.213335816937192e-213,2.5541246342032293e-42,366.7608345619169,458.7440257047756,1.0,1.008,778.5607370076495,-31.891091564293298,-30.901084115667462,-30.519833067390064,-42.628788692648016,455.3076723105714,455.3076723105714,-300.0,-300.0,-212.08548041990235,-41.59275791418848,
C5H5N+,c1cc[nH+]cc1,KIDA,True,positive,1,80.04947561208999,6,0,0,0,1,False,496.70814718738234,555.8436455346737,N-H,0,xtb_corrected,-15.4,False,1.0,3.0,1.0210346073971477,0.0,0.0,2.607569794878389e-243,5.25301763308511e-44,381.6351634882667,496.70814718738234,1.0,1.008,778.5607370076495,-32.02980642713928,-31.034316026200663,-30.64988148925212,-42.39803396289821,457.24134815071307,457.24134815071307,-300.0,-300.0,-242.58376405830896,-43.279591141374944,
C5H7,CC=CC=C,KIDA,True,neutral,0,68.06260026,5,0,0,1,0,False,427.9952512663724,487.8963282473756,C-H,0,xtb_corrected,-15.4,False,1.0,0.0,1.0942670320108812,0.0,0.0,1.565091920884161e-186,6.688997204224735e-41,354.2560018013186,427.9952512663724,1.0,1.008,686.9653561832204,-35.227127004858154,-34.26286674305988,-33.89627038379348,-44.88837932550974,446.2273712499665,446.2273712499665,-300.0,-300.0,-185.8054601504112,-40.174638985567775,
C5H7+,C=CC[CH+]C,KIDA,True,positive,1,69.06987670808999,5,0,0,2,0,False,381.27904677930667,468.45760326750616,C-H,0,xtb_corrected,-15.4,False,1.0,1.0,1.0958138710831142,0.0,0.0,4.701295194535666e-156,1.2057383100971054e-38,334.3637683737402,381.27904677930667,1.0,1.008,686.9653561832204,-35.21822294636358,-34.254275732511694,-33.88786006413029,-44.94627163777368,446.11696813216616,446.11696813216616,-300.0,-300.0,-155.32778247858565,-37.91874693996792,
C8H4,C#CC#CC#CC=C,KIDA,True,neutral,0,100.0313001,8,0,0,0,0,False,434.2516916662344,534.5150476959482,C-H,0,xtb_corrected,-15.4,False,1.0,3.0,1.0860123457875106,0.0,0.0,5.95625176501357e-189,3.4102769047771586e-41,356.83586727325326,434.2516913485533,1.0,1.008,686.9653561832204,-35.274643844250306,-34.30871300605612,-33.941152233113606,-44.57916079778826,446.81653602598175,446.81653602598175,-300.0,-300.0,-188.22502695332327,-40.46721035610009,
C9H3,[C]#CC#CC#CC#CC,KIDA,True,neutral,0,111.0234751,9,0,0,0,0,False,342.28804495093146,342.2880449526851,C-H,3,xtb_corrected,-15.4,False,1.0,0.0,1.0941601684401177,0.0,1.182854650297852e-264,5.84883286551074e-131,1.181370854146109e-36,316.80615238812453,342.28804495093146,1.0,1.008,686.9653561832204,-35.22774214383473,-34.26346025507955,-33.89685141241234,-44.8843792227127,446.2349984631675,446.2349984631675,-300.0,-263.92706861839133,-130.23293078872788,-35.92761374791844,
C6H7,C1=CC=CCC1,KIDA,True,neutral,0,80.06260026,6,0,0,0,0,False,321.7,321.7,C-H,8,literature,0.0,False,1.0,3.0,,0.0,0.0,1.2112389994724188e-157,7.227240642339195e-39,336.32381627910763,385.7622814262556,1.0,1.008,686.9653561832204,-35.25168942794757,-34.28656560786723,-33.91947075501021,-44.72859558365914,446.5319237054945,446.5319237054945,-300.0,-300.0,-156.91677015420547,-38.14102748452371,321.7
HCOCHO,O=CC=O,KIDA,True,neutral,0,58.005479304000005,4,0,2,1,0,True,373.30243654569455,373.3024440782544,C-H,2,xtb_corrected,-15.4,True,1.0,4.0,1.1006362733314163,1.0195686971545182e-183,5.694836736840663e-113,9.691660763461427e-71,2.317618350257206e-31,270.1360370251406,248.86829103046304,1.0,1.008,686.9653561832204,-23.23799849808379,-22.69626499424771,-22.556953624049385,-36.845755949133405,445.7727770310638,297.1818513540425,-182.99158350672744,-112.24451872203362,-70.01360179584852,-30.63495807916782,
c-C3H2OH+,OC1=[C+][CH]1,KIDA,True,positive,1,54.0100161,4,1,1,0,0,True,64.96590544080226,231.12605811960344,O-H,1,xtb_corrected,-15.4,True,1.0,0.0,0.9731289250009852,9.287367975279903e-21,1.0236129129560162e-20,1.513419240325544e-20,1.6597249910561935e-13,112.6924601409848,43.31060362720151,1.0,1.008,824.3584274198644,-21.34998203533032,-20.729665762808587,-20.553081766455144,-34.06344232474762,487.3742149998029,324.91614333320194,-20.03210734690727,-19.989864244091837,-19.82004074908254,-12.779963866635326,
HC5O+,C#CC#CC=[O+],KIDA,True,positive,1,78.0100161,6,0,1,0,0,True,130.33790501416902,373.6486374344764,C-H,1,xtb_corrected,-15.4,True,1.0,4.0,1.101266644041109,3.9331371499035444e-29,4.224338718287503e-29,5.357039406208933e-29,7.910060957350614e-19,159.6200638154364,86.89193667611268,1.0,1.008,686.9653561832204,-23.235594071951027,-22.693945526188468,-22.55467411244181,-36.86499820312971,445.727785349014,297.1518568993427,-28.405260909321807,-28.374241266235263,-28.271075158959203,-18.101820169683233,
HC7O+,C#CC#CC#CC=[O+],KIDA,True,positive,1,102.0100161,8,0,1,0,0,True,139.86790257798302,378.2884484368208,C-H,1,xtb_corrected,-15.4,True,1.0,4.0,1.1012728862909236,3.6927752358831895e-30,4.010433325961035e-30,5.022561826436218e-30,1.770405526451077e-19,165.35264383337145,93.24526839582494,1.0,1.008,686.9653561832204,-23.235570262128647,-22.69392255766349,-22.55465153956725,-36.865188738547914,445.7273398186069,297.15155987907127,-29.432647125272464,-29.396808699472988,-29.299074708494135,-18.751927243396512,
HC9O+,C#CC#CC#CC#CC=[O+],KIDA,True,positive,1,126.0100161,10,0,1,0,0,True,150.28740073796334,379.9094664153493,C-H,1,xtb_corrected,-15.4,True,1.0,4.0,1.1012740025669676,3.0304247957172996e-31,3.3464625425625363e-31,4.1389714678738965e-31,3.648822688033512e-20,171.4010186741764,100.19160049547652,1.0,1.008,686.9653561832204,-23.235566004315334,-22.693918450295985,-22.554647502952264,-36.8652228111957,445.7272601462235,297.151506764149,-30.518496489152817,-30.475414031753992,-30.383107567411184,-19.437847240356813,
